"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"02/01/2022 02:00:00 - 02/01/2022 03:00:00","BZN|EE","Without Sequence","34.94","",""
"02/01/2022 03:00:00 - 02/01/2022 04:00:00","BZN|EE","Without Sequence","29.56","",""
"02/01/2022 04:00:00 - 02/01/2022 05:00:00","BZN|EE","Without Sequence","53.01","",""
"02/01/2022 05:00:00 - 02/01/2022 06:00:00","BZN|EE","Without Sequence","34.52","",""
"02/01/2022 06:00:00 - 02/01/2022 07:00:00","BZN|EE","Without Sequence","41.80","",""
"02/01/2022 07:00:00 - 02/01/2022 08:00:00","BZN|EE","Without Sequence","48.95","",""
"02/01/2022 08:00:00 - 02/01/2022 09:00:00","BZN|EE","Without Sequence","60.01","",""
"02/01/2022 09:00:00 - 02/01/2022 10:00:00","BZN|EE","Without Sequence","70.09","",""
"02/01/2022 10:00:00 - 02/01/2022 11:00:00","BZN|EE","Without Sequence","66.26","",""
"02/01/2022 11:00:00 - 02/01/2022 12:00:00","BZN|EE","Without Sequence","64.54","",""
"02/01/2022 12:00:00 - 02/01/2022 13:00:00","BZN|EE","Without Sequence","46.96","",""
"02/01/2022 13:00:00 - 02/01/2022 14:00:00","BZN|EE","Without Sequence","65.19","",""
"02/01/2022 14:00:00 - 02/01/2022 15:00:00","BZN|EE","Without Sequence","81.09","",""
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|EE","Without Sequence","88.46","",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|EE","Without Sequence","95.40","",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|EE","Without Sequence","86.71","",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|EE","Without Sequence","71.72","",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|EE","Without Sequence","56.73","",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|EE","Without Sequence","46.16","",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|EE","Without Sequence","46.29","",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|EE","Without Sequence","32.93","",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|EE","Without Sequence","20.89","",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|EE","Without Sequence","19.92","",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|EE","Without Sequence","19.87","",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|EE","Without Sequence","19.82","",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|EE","Without Sequence","20.26","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|EE","Without Sequence","29.35","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|EE","Without Sequence","80.00","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|EE","Without Sequence","106.87","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|EE","Without Sequence","131.47","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|EE","Without Sequence","135.53","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|EE","Without Sequence","107.46","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|EE","Without Sequence","110.08","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|EE","Without Sequence","119.78","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|EE","Without Sequence","117.00","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|EE","Without Sequence","111.57","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|EE","Without Sequence","111.39","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|EE","Without Sequence","124.51","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|EE","Without Sequence","148.49","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|EE","Without Sequence","138.00","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|EE","Without Sequence","117.64","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|EE","Without Sequence","117.71","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|EE","Without Sequence","95.95","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|EE","Without Sequence","105.68","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|EE","Without Sequence","95.26","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|EE","Without Sequence","103.70","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|EE","Without Sequence","104.14","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|EE","Without Sequence","102.59","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|EE","Without Sequence","100.49","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|EE","Without Sequence","102.71","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|EE","Without Sequence","93.97","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|EE","Without Sequence","130.08","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|EE","Without Sequence","182.64","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|EE","Without Sequence","174.61","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|EE","Without Sequence","183.60","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|EE","Without Sequence","183.65","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|EE","Without Sequence","164.62","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|EE","Without Sequence","178.08","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|EE","Without Sequence","175.28","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|EE","Without Sequence","174.70","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|EE","Without Sequence","180.93","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|EE","Without Sequence","166.69","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|EE","Without Sequence","183.69","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|EE","Without Sequence","180.50","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|EE","Without Sequence","153.88","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|EE","Without Sequence","146.81","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|EE","Without Sequence","128.75","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|EE","Without Sequence","112.96","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|EE","Without Sequence","84.11","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|EE","Without Sequence","105.31","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|EE","Without Sequence","97.29","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|EE","Without Sequence","84.50","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|EE","Without Sequence","75.38","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|EE","Without Sequence","79.11","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|EE","Without Sequence","94.79","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|EE","Without Sequence","121.92","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|EE","Without Sequence","139.90","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|EE","Without Sequence","147.74","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|EE","Without Sequence","141.47","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|EE","Without Sequence","135.97","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|EE","Without Sequence","129.99","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|EE","Without Sequence","150.31","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|EE","Without Sequence","134.71","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|EE","Without Sequence","149.92","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|EE","Without Sequence","160.01","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|EE","Without Sequence","137.28","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|EE","Without Sequence","148.09","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|EE","Without Sequence","139.88","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|EE","Without Sequence","135.75","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|EE","Without Sequence","119.93","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|EE","Without Sequence","98.09","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|EE","Without Sequence","118.71","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|EE","Without Sequence","97.29","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|EE","Without Sequence","98.46","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|EE","Without Sequence","92.92","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|EE","Without Sequence","90.99","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|EE","Without Sequence","88.94","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|EE","Without Sequence","89.31","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|EE","Without Sequence","89.75","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|EE","Without Sequence","97.06","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|EE","Without Sequence","110.87","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|EE","Without Sequence","136.88","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|EE","Without Sequence","205.87","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|EE","Without Sequence","209.25","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|EE","Without Sequence","224.71","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|EE","Without Sequence","218.99","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|EE","Without Sequence","202.71","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|EE","Without Sequence","209.36","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|EE","Without Sequence","225.23","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|EE","Without Sequence","245.95","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|EE","Without Sequence","264.74","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|EE","Without Sequence","270.07","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|EE","Without Sequence","220.32","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|EE","Without Sequence","217.91","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|EE","Without Sequence","203.31","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|EE","Without Sequence","171.31","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|EE","Without Sequence","124.70","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|EE","Without Sequence","128.92","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|EE","Without Sequence","116.65","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|EE","Without Sequence","100.54","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|EE","Without Sequence","99.47","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|EE","Without Sequence","101.74","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|EE","Without Sequence","114.99","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|EE","Without Sequence","140.19","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|EE","Without Sequence","170.53","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|EE","Without Sequence","175.66","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|EE","Without Sequence","161.85","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|EE","Without Sequence","161.37","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|EE","Without Sequence","166.06","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|EE","Without Sequence","166.54","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|EE","Without Sequence","166.04","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|EE","Without Sequence","169.43","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|EE","Without Sequence","189.70","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|EE","Without Sequence","201.97","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|EE","Without Sequence","243.11","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|EE","Without Sequence","247.72","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|EE","Without Sequence","200.89","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|EE","Without Sequence","224.33","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|EE","Without Sequence","213.81","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|EE","Without Sequence","185.94","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|EE","Without Sequence","144.76","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|EE","Without Sequence","160.71","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|EE","Without Sequence","146.08","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|EE","Without Sequence","144.64","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|EE","Without Sequence","146.90","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|EE","Without Sequence","150.07","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|EE","Without Sequence","154.30","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|EE","Without Sequence","166.00","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|EE","Without Sequence","182.91","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|EE","Without Sequence","182.03","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|EE","Without Sequence","181.02","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|EE","Without Sequence","170.04","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|EE","Without Sequence","158.50","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|EE","Without Sequence","158.79","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|EE","Without Sequence","156.07","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|EE","Without Sequence","156.18","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|EE","Without Sequence","173.88","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|EE","Without Sequence","182.94","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|EE","Without Sequence","189.90","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|EE","Without Sequence","182.94","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|EE","Without Sequence","149.96","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|EE","Without Sequence","145.06","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|EE","Without Sequence","160.04","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|EE","Without Sequence","126.06","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|EE","Without Sequence","114.11","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|EE","Without Sequence","85.03","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|EE","Without Sequence","84.40","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|EE","Without Sequence","82.74","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|EE","Without Sequence","84.50","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|EE","Without Sequence","110.19","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|EE","Without Sequence","120.02","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|EE","Without Sequence","120.00","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|EE","Without Sequence","119.92","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|EE","Without Sequence","97.26","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|EE","Without Sequence","119.97","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|EE","Without Sequence","134.96","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|EE","Without Sequence","149.40","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|EE","Without Sequence","165.13","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|EE","Without Sequence","165.06","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|EE","Without Sequence","170.09","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|EE","Without Sequence","182.91","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|EE","Without Sequence","190.96","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|EE","Without Sequence","223.30","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|EE","Without Sequence","243.19","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|EE","Without Sequence","209.65","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|EE","Without Sequence","155.07","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|EE","Without Sequence","171.18","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|EE","Without Sequence","170.03","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|EE","Without Sequence","144.79","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|EE","Without Sequence","144.28","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|EE","Without Sequence","138.09","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|EE","Without Sequence","133.81","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|EE","Without Sequence","136.44","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|EE","Without Sequence","142.99","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|EE","Without Sequence","182.94","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|EE","Without Sequence","248.50","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|EE","Without Sequence","299.95","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|EE","Without Sequence","313.92","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|EE","Without Sequence","315.00","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|EE","Without Sequence","310.41","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|EE","Without Sequence","310.08","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|EE","Without Sequence","300.00","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|EE","Without Sequence","297.01","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|EE","Without Sequence","299.96","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|EE","Without Sequence","306.45","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|EE","Without Sequence","302.73","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|EE","Without Sequence","315.47","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|EE","Without Sequence","310.82","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|EE","Without Sequence","294.98","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|EE","Without Sequence","261.03","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|EE","Without Sequence","242.23","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|EE","Without Sequence","211.83","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|EE","Without Sequence","150.09","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|EE","Without Sequence","147.50","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|EE","Without Sequence","143.76","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|EE","Without Sequence","140.21","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|EE","Without Sequence","139.97","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|EE","Without Sequence","141.56","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|EE","Without Sequence","200.01","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|EE","Without Sequence","221.44","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|EE","Without Sequence","221.47","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|EE","Without Sequence","221.47","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|EE","Without Sequence","221.47","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|EE","Without Sequence","221.44","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|EE","Without Sequence","216.98","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|EE","Without Sequence","221.43","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|EE","Without Sequence","221.43","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|EE","Without Sequence","221.33","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|EE","Without Sequence","221.41","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|EE","Without Sequence","221.43","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|EE","Without Sequence","221.48","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|EE","Without Sequence","221.45","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|EE","Without Sequence","221.41","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|EE","Without Sequence","216.99","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|EE","Without Sequence","153.63","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|EE","Without Sequence","150.56","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|EE","Without Sequence","143.07","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|EE","Without Sequence","147.62","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|EE","Without Sequence","183.98","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|EE","Without Sequence","183.06","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|EE","Without Sequence","140.07","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|EE","Without Sequence","178.33","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|EE","Without Sequence","193.50","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|EE","Without Sequence","208.10","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|EE","Without Sequence","212.25","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|EE","Without Sequence","212.27","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|EE","Without Sequence","212.26","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|EE","Without Sequence","212.23","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|EE","Without Sequence","211.99","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|EE","Without Sequence","212.21","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|EE","Without Sequence","208.09","",""
